,URL
88,https://www.eversports.de/s/happy-pole-place
89,https://www.eversports.de/s/flow-fusion-pole-aerial-dance-studio
90,https://www.eversports.de/s/metropole-dance---now2
91,https://www.eversports.de/s/pole-faction-rhein-neckar
92,https://www.eversports.de/s/ramonas-tanzschmiede
93,https://www.eversports.de/s/polestructions
94,https://www.eversports.de/s/crazy-up-%26-pole
95,https://www.eversports.de/s/fanlin-studio---pole-%26-aerial-dance
96,https://www.eversports.de/s/femella-studio
97,https://www.eversports.de/s/infinity-polesports-burgkirchen
98,https://www.eversports.de/s/polea---pole-and-aerial-dance
99,https://www.eversports.de/s/vertical-ab
100,https://www.eversports.de/s/dance-in-the-city-remscheid
101,https://www.eversports.de/s/le-chat-noir-berlin
102,https://www.eversports.de/s/poleplace
103,https://www.eversports.de/s/pure-motion-kiel
104,https://www.eversports.de/s/pole-dance-academy-neuburg
105,https://www.eversports.de/s/wonderpole
106,https://www.eversports.de/s/pole-dance-power
107,https://www.eversports.de/s/tanzstudio-redlightdance-berlin
108,https://www.eversports.de/s/polegarage-iserloh
109,https://www.eversports.de/s/cindy%C2%B4s-pole-dance
110,https://www.eversports.de/s/soul-flight
111,https://www.eversports.de/s/polestarz---the-art-of-pole%2C-dance-%26-fitness
112,https://www.eversports.de/s/dance-%26-pole-h%C3%BCckeswagen
113,https://www.eversports.de/s/schwerelos-m%C3%BCnster
114,https://www.eversports.de/s/secret-moves---athletic-dance-studio
115,https://www.eversports.de/s/pure-body-concepts
116,https://www.eversports.de/s/papillon-pole-dance-studio
117,https://www.eversports.de/s/poledance-area
118,https://www.eversports.de/s/pole-faction-darmstadt
119,https://www.eversports.de/s/polespirit
120,https://www.eversports.de/s/pole-and-move-mannheim
121,https://www.eversports.de/s/pole-arts-saarland-
122,https://www.eversports.de/s/soultide
123,https://www.eversports.de/s/poleroom
124,https://www.eversports.de/s/ironx-
125,https://www.eversports.de/s/unique-pole-art
126,https://www.eversports.de/s/loft1-basel-city
127,https://www.eversports.de/s/pole-and-art
128,https://www.eversports.de/s/mstage-tanzart-bewegung
129,https://www.eversports.de/s/poleart_inspiration
130,https://www.eversports.de/s/la-familia-poleclub
131,https://www.eversports.de/s/mmc-dance-studio
132,https://www.eversports.de/s/upsidedown-studio-friedrichsdorf
133,https://www.eversports.de/s/spin-up
134,https://www.eversports.de/s/poledance-schule-berlin
135,https://www.eversports.de/s/luftfabrik-dresden
136,https://www.eversports.de/s/polemagique
137,https://www.eversports.de/s/pole-your-body
138,https://www.eversports.de/s/vertical-ballerina---poledance-studio-m%C3%BCnchen
139,https://www.eversports.de/s/pole-oase
140,https://www.eversports.de/s/aerialflow
141,https://www.eversports.de/s/activo-polefitness
142,https://www.eversports.de/s/zero-gravity-pole-
143,https://www.eversports.de/s/munich-poledance
144,https://www.eversports.de/s/stadtgazellen-bremen
145,https://www.eversports.de/s/annaconda-pole-%26-aerial-sports
146,https://www.eversports.de/s/studio-yh-pole-(and)-sports-berlin
147,https://www.eversports.de/s/sky-move-pole-sport
148,https://www.eversports.de/s/pole-and-move-heidelberg
149,https://www.eversports.de/s/incredipole---pole-%26-fitness-by-carolin
150,https://www.eversports.de/s/anni's-pole-dance-uetersen
151,https://www.eversports.de/s/pole-fit-britt
152,https://www.eversports.de/s/aerial-athletix-
153,https://www.eversports.de/s/lift-off---poledance-academy-frankfurt
154,https://www.eversports.de/s/metropole-dance---now1
155,https://www.eversports.de/s/t-tanzst%C3%BCck-wolfsburg
156,https://www.eversports.de/s/aerial-art-poledance-city-base
157,https://www.eversports.de/s/gravity-arts-luzern
158,https://www.eversports.de/s/pole-dance-studio-n%C3%BCrnberg
159,https://www.eversports.de/s/aerial-art-poledance-country-base
160,https://www.eversports.de/s/polesports-studio-buchholz
161,https://www.eversports.de/s/polepoint-dance-studio
162,https://www.eversports.de/s/slow-motion
163,https://www.eversports.de/s/polesports-studio-l%C3%BCneburg
164,https://www.eversports.de/s/aerial-%26-vertikal-floor-of-art
165,https://www.eversports.de/s/polefit-pirmasens
166,https://www.eversports.de/s/polesition
167,https://www.eversports.de/s/la-belle
168,https://www.eversports.de/s/polestudio-neuss
169,https://www.eversports.de/s/anni's-pole-dance-neum%C3%BCnster
170,https://www.eversports.de/s/pole-dream
171,https://www.eversports.de/s/polearize
172,https://www.eversports.de/s/saltosandra
173,https://www.eversports.de/s/pole-fit-nes
174,https://www.eversports.de/s/pole-land
175,https://www.eversports.de/s/freaky-fitness
176,https://www.eversports.de/s/stories-in-motion
177,https://www.eversports.de/s/dalibravita
178,https://www.eversports.de/s/move-with-ana
179,https://www.eversports.de/s/open-aerial-dance-wiesbaden
180,https://www.eversports.de/s/dancingstyle
181,https://www.eversports.de/s/pole-for-soul
182,https://www.eversports.de/s/polewirbel
183,https://www.eversports.de/s/pole-heaven
184,https://www.eversports.de/s/les.pole
185,https://www.eversports.de/s/polefriends-magdeburg
186,https://www.eversports.de/s/unique-studios-w%C3%BCrzburg
187,https://www.eversports.de/s/vertical-pole-aerial-dance-w%C3%BCrzburg
188,https://www.eversports.de/s/polefitness-tituba-m%C3%B6nchengladbach!
189,https://www.eversports.de/s/lioness-lodge
190,https://www.eversports.de/s/rock'n'pole-regensburg
191,https://www.eversports.de/s/flexx-arts-memmingen
192,https://www.eversports.de/s/pole-dance-studio-passion-hannover
193,https://www.eversports.de/s/vanilla-sky-pole-atelier
194,https://www.eversports.de/s/verticalspirit-chemnitz-e.-v.
195,https://www.eversports.de/s/pole-fit-plauen
196,https://www.eversports.de/s/flyhigh
197,https://www.eversports.de/s/muse-pole-dance
198,https://www.eversports.de/s/poletastix-d%C3%BCsseldorf
199,https://www.eversports.de/s/pole-fun-wehr
200,https://www.eversports.de/s/lift-off---poledance-academy-viersen
201,https://www.eversports.de/s/fly-%26-flow-studio
202,https://www.eversports.de/s/ima-intentional-movement-academy
203,https://www.eversports.de/s/health-and-shape
204,https://www.eversports.de/s/aerial-sportstudio
205,https://www.eversports.de/s/pura-studio
206,https://www.eversports.de/s/pole-dance-academy-hameln
207,https://www.eversports.de/s/polefriends
208,https://www.eversports.de/s/pole-%26-soul
209,https://www.eversports.de/s/studio-aeris
210,https://www.eversports.de/s/bodysoul-studio-d%C3%BCsseldorf
211,https://www.eversports.de/s/studio-aria-arte
212,https://www.eversports.de/s/infinity-polesports-eggenfelden
213,https://www.eversports.de/s/the-pole-lounge
214,https://www.eversports.de/s/freaky-pole-cats-hengersberg
215,https://www.eversports.de/s/freaky-pole-cats-cham
216,https://www.eversports.de/s/vertical-kay-poledance-%26-aerialarts-education
217,https://www.eversports.de/s/pole-statement
218,https://www.eversports.de/s/studio-elodie-tanzbewegung
219,https://www.eversports.de/s/pole-%26-aerial-dance-g%C3%B6ttingen
220,https://www.eversports.de/s/tanzvisionen
221,https://www.eversports.de/s/pole2dance---vertical-fitness-and-dance-company
222,https://www.eversports.de/s/dayuma
223,https://www.eversports.de/s/sweatndance-k%C3%B6ln
224,https://www.eversports.de/s/studio-mohnblume
225,https://www.eversports.de/s/tanzstudio-vi-dance-dortmund
226,https://www.eversports.de/s/pole-passion-koblenz
227,https://www.eversports.de/s/pole.physio-eppelheim
228,https://www.eversports.de/s/sch%C3%B6nheitstanz-berlin
229,https://www.eversports.de/s/the-miss-filly-institute-of-pole
230,https://www.eversports.de/s/k%C3%B6rperformfabrik-gbr
231,https://www.eversports.de/s/exotic-academy
232,https://www.eversports.de/s/aerial-loft
233,https://www.eversports.de/s/moving-art-studios
234,https://www.eversports.de/s/del%C3%ADa-pole-dance
235,https://www.eversports.de/s/dance-%26-fitness-academy
236,https://www.eversports.de/s/pole-and-move-online-studio
237,https://www.eversports.de/s/pole-box
238,https://www.eversports.de/s/pole-plus
239,https://www.eversports.de/s/the-pole-jungle
240,https://www.eversports.de/s/balance-neumarkt
241,https://www.eversports.de/s/pole-dance-krefeld
242,https://www.eversports.de/s/satori-pole-dance-potsdam
243,https://www.eversports.de/s/vi-dance-hamm
244,https://www.eversports.de/s/pole-sisters
245,https://www.eversports.de/s/poledance-leipzig
246,https://www.eversports.de/s/pole-acrobatics-deggingen
247,https://www.eversports.de/s/crazysports-augsburg
248,https://www.eversports.de/s/poledance-m%C3%B6nchengladbach
249,https://www.eversports.de/s/pole-sport-coburg---akrobatik-%26-tanz-
250,https://www.eversports.de/s/janine-hollung
251,https://www.eversports.de/s/divas-dance-studio
252,https://www.eversports.de/s/poledancestar-leipzig
253,https://www.eversports.de/s/t-tanzst%C3%BCck-braunschweig
254,https://www.eversports.de/s/das-tanz-center
255,https://www.eversports.de/s/polecreation
256,https://www.eversports.de/s/tanzschule-poledance-reutlingen
257,https://www.eversports.de/s/fl'air-studios-berlin
258,https://www.eversports.de/s/pole-dance-%26-fitness
259,https://www.eversports.de/s/stadtgazellen-osnabr%C3%BCck
260,https://www.eversports.de/s/polefamily-koblenz
261,https://www.eversports.de/s/tanzteufel-denzlingen
262,https://www.eversports.de/s/star-poledance
263,https://www.eversports.de/s/poda-studio
264,https://www.eversports.de/s/pole-dance-factory-amsterdam-noord
265,https://www.eversports.de/s/pole-loft
266,https://www.eversports.de/s/st-polestudio
267,https://www.eversports.de/s/pole-dance-studio-karlsruhe
268,https://www.eversports.de/s/dance-%26-fly-pole-studio
269,https://www.eversports.de/s/die-dance-academy-by-wipper
270,https://www.eversports.de/s/freaky-pole-cats-straubing
271,https://www.eversports.de/s/poleside
272,https://www.eversports.de/s/pole-passion-bielefeld
273,https://www.eversports.de/s/a-heart-for-poledance
274,https://www.eversports.de/s/aerial-amazons
275,https://www.eversports.de/s/pole-studio-koblenz
276,https://www.eversports.de/s/drehimpuls-aachen
277,https://www.eversports.de/s/pole-circus-a-%2B-k
278,https://www.eversports.de/s/poleworkx
279,https://www.eversports.de/s/360-grad-soulsports
280,https://www.eversports.de/s/poleaddict
281,https://www.eversports.de/s/polelove-bremen
282,https://www.eversports.de/s/b.fitness-pole%26body
283,https://www.eversports.de/s/polevybe
284,https://www.eversports.de/s/royal-pole
285,https://www.eversports.de/s/dance-%26-pole-solingen
286,https://www.eversports.de/s/lush-motion
287,https://www.eversports.de/s/jeds
288,https://www.eversports.de/s/spirit'n-roses
289,https://www.eversports.de/s/welovepoledance
290,https://www.eversports.de/s/pole-dance-nrw
291,https://www.eversports.de/s/gravity-arts-z%C3%BCrich
292,https://www.eversports.de/s/pole-bijou
293,https://www.eversports.de/s/pole-werk-by-nelly
294,https://www.eversports.de/s/dancexotic
295,https://www.eversports.de/s/pole-room-%2F-poledance-%26-bodyworks
296,https://www.eversports.de/s/pole-dance-trier
297,https://www.eversports.de/s/open-aerial-dance
298,https://www.eversports.de/s/studio-fitnessdarling
299,https://www.eversports.de/s/pole-shape-studio
300,https://www.eversports.de/s/aerial-studio-arnhem
301,https://www.eversports.de/s/pole-%26-tanzwelt
302,https://www.eversports.de/s/aircrobatic-studios-m%C3%BCnchen
303,https://www.eversports.de/s/dunya-pole-dance-school
304,https://www.eversports.de/s/da-becca-flow-and-fit
305,https://www.eversports.de/s/polesports-studio-bremen
306,https://www.eversports.de/s/crazypole%C2%AE
307,https://www.eversports.de/s/pole-paradise
308,https://www.eversports.de/s/poledance!-aerial-%26-fitness-flensburg-wees
309,https://www.eversports.de/s/polemotion-freiburg
310,https://www.eversports.de/s/passionate-pole-%26-sports
311,https://www.eversports.de/s/dance-%26-pole-langenfeld
312,https://www.eversports.de/s/the-basement-pole-dance-and-movement
313,https://www.eversports.de/s/crazypole-dresden
314,https://www.eversports.de/s/poledreams
315,https://www.eversports.de/s/vi-dance-m%C3%BCnster
316,https://www.eversports.de/s/polemotions
317,https://www.eversports.de/s/pole-dance-mettingen
318,https://www.eversports.de/s/feel-good-factory%3A-pole-%E2%80%A2-stretch-%E2%80%A2-fly
319,https://www.eversports.de/s/schwerelos
320,https://www.eversports.de/s/le-serpent-rouge
321,https://www.eversports.de/s/aerial-studio
322,https://www.eversports.de/s/airobics---pole-%26-aerial-dance-hamburg
323,https://www.eversports.de/s/polefitness-premium
324,https://www.eversports.de/s/monopole-dance
325,https://www.eversports.de/s/delicate-pole
326,https://www.eversports.de/s/polefitness-leipzig
327,https://www.eversports.de/s/souldance
328,https://www.eversports.de/s/pole-heroes-pole-%26-aerial-dance-studio
329,https://www.eversports.de/s/one8dance-studio
